08 04 01 00 00 04 
08 04 01 00 04 0b 
08 04 01 00 06 04 
08 04 01 00 07 04 
08 04 01 00 0a 03 
08 04 01 00 0c 03 
08 04 01 00 0e 03 
08 04 01 00 10 04 
08 04 01 00 11 0b 
08 04 01 00 16 0b 
08 04 01 00 20 04 
08 04 01 00 
08 04 01 01 04 04 
08 04 01 01 0e 05 
08 04 01 01 10 05 
08 04 01 01 11 0b 
08 04 01 01 16 0b 
08 04 01 01 
08 04 01 02 00 00 
08 04 01 02 06 00 
08 04 01 02 10 00 
08 04 01 02 16 00 
08 04 01 03 04 01 
08 04 01 03 0a 00 
08 04 01 03 0d 0b 
08 04 01 03 0e 00 
08 04 01 03 0f 00 
08 04 01 03 11 01 
08 04 01 03 19 0b 
08 04 01 03 27 0b 
08 04 01 03 
08 04 01 04 00 00 
08 04 01 04 04 00 
08 04 01 04 07 00 
08 04 01 04 0a 00 
08 04 01 04 0c 00 
08 04 01 04 0d 0d 
08 04 01 04 0e 02 
08 04 01 04 10 00 
08 04 01 04 11 01 
08 04 01 04 1f 00 
08 04 01 04 20 00 
08 04 01 04 
08 04 01 0b 05 
08 04 01 0b 06 
08 04 01 0b 07 
08 04 01 0b 08 
08 04 01 0b 0a 
08 04 01 0b 0b 
08 04 01 0b 0c 
08 04 01 0b 0d 
08 04 01 0b 0e 01 
08 04 01 0b 0e 
08 04 01 0b 10 00 
08 04 01 0b 11 00 
08 04 01 0b 16 00 
08 04 01 0b 1f 00 
08 04 01 0b 20 0e 
08 04 01 0b 27 
08 04 01 0d 00 00 
08 04 01 0d 00 
08 04 01 0d 04 00 
08 04 01 0d 04 
08 04 01 0d 07 00 
08 04 01 0d 0a 
08 04 01 0d 0b 
08 04 01 0d 0c 
08 04 01 0d 0f 
08 04 01 0d 10 01 
08 04 01 0d 11 02 
08 04 01 0d 17 
08 04 01 0d 18 00 
08 04 01 0d 1f 00 
08 04 01 0d 20 01 
08 04 01 0d 20 
08 04 01 0e 00 00 
08 04 01 0e 07 00 
08 04 01 0e 0a 00 
08 04 01 0e 0c 00 
08 04 01 0e 0c 
08 04 01 0e 0e 01 
08 04 01 0e 0e 
08 04 01 0e 10 00 
08 04 01 0e 11 02 
08 04 01 0e 17 01 
08 04 01 0e 19 02 
08 04 01 0e 1f 00 
08 04 01 0e 20 00 
08 04 01 0e 27 02 
08 04 01 13 00 00 
08 04 01 13 04 02 
08 04 01 13 04 
08 04 01 13 05 
08 04 01 13 06 
08 04 01 13 09 00 
08 04 01 13 0a 00 
08 04 01 13 0b 
08 04 01 13 0c 
08 04 01 13 0d 02 
08 04 01 13 0e 01 
08 04 01 13 0e 
08 04 01 13 0f 
08 04 01 13 10 00 
08 04 01 13 16 02 
08 04 01 13 17 01 
08 04 01 13 17 
08 04 01 13 1f 00 
08 04 01 13 20 00 
08 04 01 13 27 02 
08 04 01 13 
08 04 01 14 04 00 
08 04 01 14 0a 00 
08 04 01 14 0c 00 
08 04 01 14 19 0b 
08 04 01 14 27 0b 
08 04 01 1b 04 00 
08 04 01 1b 04 
08 04 01 1b 05 00 
08 04 01 1b 05 
08 04 01 1b 06 
08 04 01 1b 07 00 
08 04 01 1b 07 
08 04 01 1b 0a 00 
08 04 01 1b 0a 
08 04 01 1b 0b 00 
08 04 01 1b 0b 
08 04 01 1b 0c 00 
08 04 01 1b 0c 
08 04 01 1b 0d 02 
08 04 01 1b 0d 
08 04 01 1b 0e 
08 04 01 1b 0f 00 
08 04 01 1b 0f 
08 04 01 1b 10 00 
08 04 01 1b 10 
08 04 01 1b 11 0b 
08 04 01 1b 11 
08 04 01 1b 16 
08 04 01 1b 17 01 
08 04 01 1b 17 
08 04 01 1b 18 
08 04 01 1b 19 
08 04 01 1b 1f 00 
08 04 01 1b 1f 
08 04 01 1b 20 00 
08 04 01 1b 27 
08 04 01 1c 00 00 
08 04 01 1c 04 00 
08 04 01 1c 04 
08 04 01 1c 05 
08 04 01 1c 06 01 
08 04 01 1c 06 
08 04 01 1c 10 00 
08 04 01 1c 17 01 
08 04 01 1d 00 
08 04 01 1d 0c 00 
08 04 01 1d 11 01 
08 04 01 1d 19 0d 
08 04 01 1d 20 00 
08 04 01 24 04 00 
08 04 01 24 0a 00 
08 04 01 24 0c 00 
08 04 01 24 10 00 
08 04 01 24 20 00 
08 04 01 24 27 02 
08 04 01 25 06 01 
08 04 01 25 0a 
08 04 01 25 0c 
08 04 01 25 0e 01 
08 04 01 25 0e 
08 04 01 25 0f 
